Country Code,variable,value
SWE,1996,33022.56495
SWZ,1996,1619.191197
SXM,1996,
SYC,1996,7004.336039
SYR,1996,918.1958574
TCA,1996,
TCD,1996,216.9125411
TEA,1996,886.7029988
TEC,1996,2173.058806
TGO,1996,452.0684369
THA,1996,3054.656908
TJK,1996,172.0350887
TKM,1996,557.8942201
TLA,1996,4256.723951
TLS,1996,344.0133276
TMN,1996,1056.465786
TON,1996,2214.914748
TSA,1996,400.095114
TSS,1996,876.0279259
TTO,1996,4427.278324
TUN,1996,2107.408156
TUR,1996,2929.153949
TUV,1996,1427.809605
TZA,1996,313.6583862
UGA,1996,284.6982593
UKR,1996,869.8460693
UMC,1996,1722.576998
URY,1996,6398.435752
USA,1996,29967.71272
UZB,1996,597.332287
VCT,1996,2930.443947
VEN,1996,3112.825848
VGB,1996,
VIR,1996,
VNM,1996,337.0512318
VUT,1996,1529.275731
WLD,1996,5473.849535
WSM,1996,1419.35849
XKX,1996,
YEM,1996,375.2149947
ZAF,1996,3617.55336
ZMB,1996,399.5113047
ZWE,1996,766.5236906
ABW,1997,17750.00956
AFE,1997,767.6841922
AFG,1997,
AFW,1997,1088.996805
AGO,1997,521.7029149
ALB,1997,728.5455237
AND,1997,18247.99957
ARB,1997,2305.616061
ARE,1997,27982.7957
ARG,1997,8146.7871
ARM,1997,505.0358871
ASM,1997,
ATG,1997,10336.25916
AUS,1997,23646.62305
AUT,1997,26571.75236
AZE,1997,505.5162042
BDI,1997,160.278342
BEL,1997,24820.93805
BEN,1997,344.5504915
BFA,1997,223.8539585
BGD,1997,379.2849177
BGR,1997,1361.409384
BHR,1997,12254.66626
BHS,1997,20367.57327
BIH,1997,913.8133991
BLR,1997,1396.657187
BLZ,1997,4016.629416
BMU,1997,48736.6768
BOL,1997,970.3518434
BRA,1997,5299.396304
BRB,1997,9521.571274
BRN,1997,25522.39755
BTN,1997,630.4474101
BWA,1997,3194.181061
CAF,1997,265.5212824
CAN,1997,21901.56285
CEB,1997,3757.40741
CHE,1997,41584.44178
CHI,1997,
CHL,1997,5741.95843
CHN,1997,786.7435485
CIV,1997,1124.656749
CMR,1997,783.2516019
COD,1997,132.3235208
COG,1997,804.3040501
COL,1997,2873.200188
COM,1997,717.727665
CPV,1997,1133.574226
CRI,1997,3407.776129
CSS,1997,5198.631648
CUB,1997,2306.424834
CUW,1997,
CYM,1997,
CYP,1997,14234.24121
CZE,1997,6069.387624
DEU,1997,27046.95655
DJI,1997,748.2328402
DMA,1997,4372.19713
DNK,1997,32779.87905
DOM,1997,2448.893935
DZA,1997,1628.761006
EAP,1997,895.6301286
EAR,1997,1247.843371
EAS,1997,3899.543584
ECA,1997,1598.766243
ECS,1997,12204.46029
ECU,1997,2340.766
EGY,1997,1146.201721
EMU,1997,21582.23022
ERI,1997,318.9809608
ESP,1997,14722.37176
EST,1997,3682.952301
ETH,1997,143.3695315
EUU,1997,18093.62633
FCS,1997,898.3815841
FIN,1997,24682.29083
FJI,1997,2573.723386
FRA,1997,24169.40081
FRO,1997,21158.89247
FSM,1997,1860.308271
GAB,1997,4508.753405
GBR,1997,26766.00562
GEO,1997,807.0322858
GHA,1997,377.8419355
GIB,1997,
GIN,1997,695.5817423
GMB,1997,600.2240234
GNB,1997,598.9534702
GNQ,1997,717.0414816
GRC,1997,13015.9175
GRD,1997,3724.754662
GRL,1997,19145.61489
GTM,1997,1638.462819
GUM,1997,
GUY,1997,982.8047538
HIC,1997,21217.2845
HKG,1997,27330.09336
HND,1997,944.9301024
HPC,1997,364.1367816
HRV,1997,5331.023439
HTI,1997,425.1110859
HUN,1997,4606.056973
IBD,1997,1487.614313
IBT,1997,1285.790629
IDA,1997,552.6085871
IDB,1997,943.88429
IDN,1997,1044.606748
IDX,1997,341.735571
IMN,1997,16160.71125
IND,1997,416.2281162
INX,1997,
IRL,1997,22551.11391
IRN,1997,1790.066176
IRQ,1997,936.3411709
ISL,1997,27919.1855
ISR,1997,20469.4699
ITA,1997,21883.98727
JAM,1997,3296.916348
JOR,1997,1435.875938
JPN,1997,35638.23196
KAZ,1997,1381.635933
KEN,1997,466.7238146
KGZ,1997,376.4279301
KHM,1997,297.5904196
KIR,1997,953.1629984
KNA,1997,8626.722575
KOR,1997,12398.49045
KWT,1997,16977.38956
LAC,1997,4542.980053
LAO,1997,339.0931924
LBN,1997,3834.059079
LBR,1997,122.6279937
LBY,1997,6061.81366
LCA,1997,5282.370114
LCN,1997,4634.547769
LDC,1997,301.7760291
LIC,1997,302.9847034
LIE,1997,73590.86203
LKA,1997,827.0357561
LMC,1997,597.8764809
LMY,1997,1185.711033
LSO,1997,501.9813889
LTE,1997,1757.165024
LTU,1997,2844.162868
LUX,1997,46641.64088
LVA,1997,2609.893087
MAC,1997,17415.69828
MAF,1997,
MAR,1997,1426.301147
MCO,1997,88581.70447
MDA,1997,657.2921346
MDG,1997,284.371844
MDV,1997,1898.43225
MEA,1997,1954.532674
MEX,1997,5567.355995
MHL,1997,2230.753771
MIC,1997,1246.73726
MKD,1997,1959.560738
MLI,1997,253.3327469
MLT,1997,9893.311765
MMR,1997,108.0397703
MNA,1997,1077.336231
MNE,1997,1375.326168
MNG,1997,515.2980049
MNP,1997,
MOZ,1997,287.5320915
MRT,1997,859.2839582
MUS,1997,3695.736688
MWI,1997,366.9544613
MYS,1997,4678.563901
NAC,1997,30518.06377
NAM,1997,2459.645118
NCL,1997,15704.95935
NER,1997,220.5629572
NGA,1997,1720.275409
NIC,1997,912.7574298
NLD,1997,26744.96013
NOR,1997,36629.0309
NPL,1997,211.8348696
NRU,1997,3661.028467
NZL,1997,17474.18703
OED,1997,21688.95621
OMN,1997,8234.640638
OSS,1997,4663.400335
PAK,1997,438.0309427
PAN,1997,3545.976709
PER,1997,2300.672008
PHL,1997,1273.276049
PLW,1997,7944.599072
PNG,1997,989.721551
POL,1997,4137.008318
PRE,1997,719.3005405
PRI,1997,12817.64496
PRK,1997,
PRT,1997,11575.50711
PRY,1997,2078.508413
PSE,1997,1389.164971
PSS,1997,2037.026075
PST,1997,24454.25878
PYF,1997,16423.02143
QAT,1997,20522.8013
ROU,1997,1577.33656
RUS,1997,2737.572021
RWA,1997,238.7493714
SAS,1997,415.0027242
SAU,1997,11545.3456
SDN,1997,373.09375
SEN,1997,650.7763214
SGP,1997,26375.86537
SLB,1997,1292.239519
SLE,1997,199.8800014
SLV,1997,1748.92112
SMR,1997,37852.97262
SOM,1997,280.1127242
SRB,1997,3573.504402
SSA,1997,978.6299516
SSD,1997,
SSF,1997,897.8492118
SST,1997,4464.715158
STP,1997,661.6682328
SUR,1997,2067.598149
SVK,1997,5172.417575
SVN,1997,10436.72607
SWE,1997,30324.45109
SWZ,1997,1705.398749
SXM,1997,
SYC,1997,7746.698513
SYR,1997,940.8265898
TCA,1997,
TCD,1997,201.384077
TEA,1997,906.4943043
TEC,1997,2239.450797
TGO,1997,448.0010969
THA,1997,2473.14097
TJK,1997,150.0885502
TKM,1997,565.022638
TLA,1997,4593.929066
TLS,1997,348.864241
TMN,1997,1075.367768
TON,1997,2135.521111
TSA,1997,415.0027242
TSS,1997,897.8492118
TTO,1997,4393.944969
TUN,1997,2202.060906
TUR,1997,3020.993471
TUV,1997,1461.08618
TZA,1997,363.5976868
UGA,1997,286.8466379
UKR,1997,987.4898071
UMC,1997,1813.006529
URY,1997,7436.293426
USA,1997,31459.12997
UZB,1997,620.5912958
VCT,1997,3073.778474
VEN,1997,3710.826884
VGB,1997,
VIR,1997,
VNM,1997,361.6438841
VUT,1997,1562.030907
WLD,1997,5376.571942
WSM,1997,1607.887443
XKX,1997,
YEM,1997,382.5849287
ZAF,1997,3700.235548
ZMB,1997,465.8719422
ZWE,1997,750.1936737
ABW,1998,18828.08706
AFE,1998,697.3526716
AFG,1998,
AFW,1998,1137.744496
AGO,1998,429.1881269
ALB,1998,831.1753441
AND,1998,18536.50843
ARB,1998,2192.611888
ARE,1998,24889.42692
ARG,1998,8218.992128
ARM,1998,590.2399473
ASM,1998,
ATG,1998,10906.87854
AUS,1998,21479.1142
AUT,1998,27212.46429
AZE,1998,561.9068079
BDI,1998,144.4569483
BEL,1998,25338.44329
BEN,1998,361.6019831
BFA,1998,249.5317329
BGD,1998,385.6168818
BGR,1998,1820.448664
BHR,1998,11625.03438
BHS,1998,21667.44882
BIH,1998,1006.704797
BLR,1998,1511.259791
BLZ,1998,4127.937186
BMU,1998,51629.28149
BOL,1998,1022.145065
BRA,1998,5105.890995
BRB,1998,10734.36372
BRN,1998,17769.24636
BTN,1998,638.2789623
BWA,1998,2981.196397
CAF,1998,266.5705446
CAN,1998,21024.58507
CEB,1998,4117.999901
CHE,1998,42680.58673
CHI,1998,40472.66535
CHL,1998,5419.824173
CHN,1998,835.0953486
CIV,1998,1177.371338
CMR,1998,798.7456214
COD,1998,131.4613389
COG,1998,660.3797751
COL,1998,2605.999381
COM,1998,716.4322401
CPV,1998,1186.742948
CRI,1998,3617.457567
CSS,1998,5558.940574
CUB,1998,2332.306561
CUW,1998,
CYM,1998,
CYP,1998,15092.82813
CZE,1998,6526.596358
DEU,1998,27395.94406
DJI,1998,735.3491079
DMA,1998,4664.242681
DNK,1998,33346.48843
DOM,1998,2607.854573
DZA,1998,1603.366232
EAP,1998,809.0089026
EAR,1998,1209.124731
EAS,1998,3452.62044
ECA,1998,1940.527191
ECS,1998,12504.37274
ECU,1998,2284.015728
EGY,1998,1212.822598
EMU,1998,22144.69487
ERI,1998,341.917364
ESP,1998,15382.33486
EST,1998,4093.392477
ETH,1998,126.4650958
EUU,1998,18616.51717
FCS,1998,901.0210688
FIN,1998,25999.98617
FJI,1998,2010.496361
FRA,1998,24869.40308
FRO,1998,24729.01991
FSM,1998,1965.155283
GAB,1998,3699.995139
GBR,1998,28274.50451
GEO,1998,851.5155425
GHA,1998,400.3667995
GIB,1998,
GIN,1998,647.3799208
GMB,1998,610.2347115
GNB,1998,497.7242796
GNQ,1998,577.8685253
GRC,1998,13022.96488
GRD,1998,4206.280529
GRL,1998,20496.57878
GTM,1998,1741.201142
GUM,1998,
GUY,1998,939.6854882
HIC,1998,21072.80347
HKG,1998,25808.86099
HND,1998,1021.158188
HPC,1998,365.949108
HRV,1998,5712.589857
HTI,1998,465.3633063
HUN,1998,4751.773243
IBD,1998,1428.91191
IBT,1998,1239.713652
IDA,1998,561.1912892
IDB,1998,964.2611159
IDN,1998,454.8778008
IDX,1998,343.4352904
IMN,1998,18753.12023
IND,1998,413.6308641
INX,1998,
IRL,1998,24294.85477
IRN,1998,1709.193341
IRQ,1998,900.9371426
ISL,1998,31030.24834
ISR,1998,20188.81415
ITA,1998,22365.18376
JAM,1998,3419.493529
JOR,1998,1532.113804
JPN,1998,32423.75561
KAZ,1998,1414.592897
KEN,1998,487.8832399
KGZ,1998,345.1370461
KHM,1998,258.7809532
KIR,1998,874.4843491
KNA,1998,8710.789841
KOR,1998,8281.719483
KWT,1998,14066.95096
LAC,1998,4507.538211
LAO,1998,243.9239625
LBN,1998,4124.855279
LBR,1998,134.6753934
LBY,1998,5301.083548
LCA,1998,5672.513738
LCN,1998,4618.670222
LDC,1998,298.2541515
LIC,1998,301.0084697
LIE,1998,78302.99059
LKA,1998,849.3746128
LMC,1998,597.9210432
LMY,1998,1160.939076
LSO,1998,464.6837455
LTE,1998,1678.868392
LTU,1998,3180.644986
LUX,1998,47445.38108
LVA,1998,2893.799987
MAC,1998,16097.06889
MAF,1998,
MAR,1998,1668.497559
MCO,1998,90947.20512
MDA,1998,578.7346276
MDG,1998,284.1929231
MDV,1998,1980.384484
MEA,1998,1868.517312
MEX,1998,5832.69342
MHL,1998,2254.160549
MIC,1998,1221.162093
MKD,1998,1875.816627
MLI,1998,267.442574
MLT,1998,10408.06487
MMR,1998,145.9508304
MNA,1998,1075.358597
MNE,1998,1405.816327
MNG,1998,483.8780661
MNP,1998,
MOZ,1998,320.1251217
MRT,1998,821.2663786
MUS,1998,3641.621426
MWI,1998,236.0454795
MYS,1998,3294.309784
NAC,1998,31691.94533
NAM,1998,2235.245155
NCL,1998,16614.59788
NER,1998,246.0908559
NGA,1998,1822.469985
NIC,1998,949.1553735
NLD,1998,27924.28181
NOR,1998,34803.46341
NPL,1998,205.0752463
NRU,1998,2908.849865
NZL,1998,14738.44557
OED,1998,21752.91147
OMN,1998,7219.029324
OSS,1998,4622.042962
PAK,1998,424.4536978
PAN,1998,3807.838692
PER,1998,2156.393777
PHL,1998,982.8659437
PLW,1998,8047.916217
PNG,1998,733.4798601
POL,1998,4533.535655
PRE,1998,739.6645399
PRI,1998,14304.40499
PRK,1998,
PRT,1998,12199.20639
PRY,1998,1889.884556
PSE,1998,1465.046057
PSS,1998,1729.290699
PST,1998,24436.91866
PYF,1998,16759.71417
QAT,1998,17665.44084
ROU,1998,1852.554969
RUS,1998,1834.861816
RWA,1998,246.1546733
SAS,1998,413.705058
SAU,1998,9836.057298
SDN,1998,350.7028809
SEN,1998,684.5881058
SGP,1998,21829.27378
SLB,1998,1091.890969
SLE,1998,156.5181188
SLV,1998,1859.730859
SMR,1998,40126.93314
SOM,1998,363.2000135
SRB,1998,2775.47373
SSA,1998,956.9286872
SSD,1998,
SSF,1998,876.2662827
SST,1998,4488.037248
STP,1998,513.5693803
SUR,1998,2428.58642
SVK,1998,5560.916178
SVN,1998,11131.56666
SWE,1998,30605.62272
SWZ,1998,1546.515193
SXM,1998,
SYC,1998,8209.514443
SYR,1998,960.8375049
TCA,1998,
TCD,1998,219.7795309
TEA,1998,818.7946627
TEC,1998,2164.956163
TGO,1998,461.1582459
THA,1998,1847.703793
TJK,1998,213.7491456
TKM,1998,590.7912933
TLA,1998,4564.441634
TLS,1998,345.5909096
TMN,1998,1072.890613
TON,1998,1888.83194
TSA,1998,413.705058
TSS,1998,876.2662827
TTO,1998,4612.709003
TUN,1998,2285.019335
TUR,1998,4329.56244
TUV,1998,1459.649371
TZA,1998,386.3784485
UGA,1998,292.4530371
UKR,1998,831.336792
UMC,1998,1770.405771
URY,1998,7836.891833
USA,1998,32853.67259
UZB,1998,621.0489043
VCT,1998,3301.100181
VEN,1998,3869.982588
VGB,1998,
VIR,1998,
VNM,1998,361.3509284
VUT,1998,1470.97189
WLD,1998,5290.431144
WSM,1998,1506.303592
XKX,1998,
YEM,1998,342.7394075
ZAF,1998,3309.609331
ZMB,1998,373.0847631
ZWE,1998,552.1653202
ABW,1999,19216.19724
AFE,1999,670.6978292
AFG,1999,
AFW,1999,521.3647343
AGO,1999,392.725539
ALB,1999,1056.344812
AND,1999,18875.28691
ARB,1999,2378.950491
ARE,1999,25855.8605
ARG,1999,7705.542883
ARM,1999,582.6698862
ASM,1999,
ATG,1999,11342.33492
AUS,1999,20712.66978
AUT,1999,27078.70816
AZE,1999,573.8935287
BDI,1999,127.5141958
BEL,1999,25252.80191
BEN,1999,525.1305972
BFA,1999,292.8369587
BGD,1999,388.0956843
BGR,1999,1660.908913
BHR,1999,12123.35347
BHS,1999,24041.09332
BIH,1999,1134.60298
BLR,1999,1210.587439
BLZ,1999,4291.831682
BMU,1999,54388.34173
BOL,1999,979.344495
BRA,1999,3493.571625
BRB,1999,11244.30877
BRN,1999,19752.20132
BTN,1999,685.4198306
BWA,1999,3339.99596
CAF,1999,267.995954
CAN,1999,22315.24667
CEB,1999,3998.01799
CHE,1999,41695.69129
CHI,1999,42443.71997
CHL,1999,4933.555815
CHN,1999,881.1466141
CIV,1999,1096.135206
CMR,1999,796.2626498
COD,1999,96.31922435
COG,1999,776.4163497
COL,1999,2243.64205
COM,1999,727.2583601
CPV,1999,1326.744669
CRI,1999,3690.961548
CSS,1999,5960.021527
CUB,1999,2561.779804
CUW,1999,
CYM,1999,
CYP,1999,15287.91797
CZE,1999,6377.621108
DEU,1999,26965.49228
DJI,1999,740.2193098
DMA,1999,4817.181055
DNK,1999,33426.23811
DOM,1999,2620.889682
DZA,1999,1596.118222
EAP,1999,881.6373856
EAR,1999,1254.961132
EAS,1999,3818.458063
ECA,1999,1765.852005
ECS,1999,12364.91185
ECU,1999,1575.302347
EGY,1999,1268.309492
EMU,1999,22011.26099
ERI,1999,311.3362093
ESP,1999,15707.94731
EST,1999,4140.936602
ETH,1999,120.7346315
EUU,1999,18506.59905
FCS,1999,656.8618748
FIN,1999,26180.41286
FJI,1999,2327.957205
FRA,1999,24576.31523
FRO,1999,24978.62108
FSM,1999,1971.172099
GAB,1999,3751.35319
GBR,1999,28762.09136
GEO,1999,673.5377829
GHA,1999,403.0373261
GIB,1999,
GIN,1999,610.6148429
GMB,1999,575.4598932
GNB,1999,478.733191
GNQ,1999,930.9125493
GRC,1999,12742.54044
GRD,1999,4516.283324
GRL,1999,20170.32276
GTM,1999,1603.647761
GUM,1999,
GUY,1999,908.7906314
HIC,1999,21956.89547
HKG,1999,25091.6666
HND,1999,1002.19633
HPC,1999,357.7439701
HRV,1999,5269.033946
HTI,1999,509.5785853
HUN,1999,4801.959496
IBD,1999,1374.575709
IBT,1999,1162.572889
IDA,1999,408.3794754
IDB,1999,530.0139256
IDN,1999,657.2689347
IDX,1999,344.8433221
IMN,1999,21042.14618
IND,1999,441.9279914
INX,1999,
IRL,1999,26338.10775
IRN,1999,1739.59462
IRQ,1999,1560.364667
ISL,1999,32381.62524
ISR,1999,19823.21389
ITA,1999,22049.99906
JAM,1999,3431.568135
JOR,1999,1544.587506
JPN,1999,36610.16832
KAZ,1999,1091.547277
KEN,1999,433.7212357
KGZ,1999,258.0480559
KHM,1999,286.7535964
KIR,1999,887.4960195
KNA,1999,9116.28628
KOR,1999,10672.44756
KWT,1999,15853.62644
LAC,1999,3936.83333
LAO,1999,272.325307
LBN,1999,4086.938728
LBR,1999,156.5731669
LBY,1999,6894.518755
LCA,1999,5882.83399
LCN,1999,4110.883782
LDC,1999,299.930512
LIC,1999,296.1631187
LIE,1999,82682.28488
LKA,1999,826.4212281
LMC,1999,540.2349481
LMY,1999,1099.825188
LSO,1999,455.6500544
LTE,1999,1539.792208
LTU,1999,3127.511767
LUX,1999,50872.44927
LVA,1999,3063.897946
MAC,1999,15319.77173
MAF,1999,
MAR,1999,1635.656738
MCO,1999,89698.19936
MDA,1999,399.4998186
MDG,1999,267.360531
MDV,1999,2124.060075
MEA,1999,1974.907258
MEX,1999,6499.97183
MHL,1999,2257.920003
MIC,1999,1156.946038
MKD,1999,1915.392811
MLI,1999,306.4574267
MLT,1999,10609.19826
MMR,1999,189.4901558
MNA,1999,1137.922328
MNE,1999,1367.902573
MNG,1999,448.6603683
MNP,1999,
MOZ,1999,354.4062457
MRT,1999,781.3370336
MUS,1999,3745.696251
MWI,1999,233.9359862
MYS,1999,3527.815814
NAC,1999,33320.93159
NAM,1999,2177.787334
NCL,1999,16692.68351
NER,1999,228.2716561
NGA,1999,480.6693639
NIC,1999,980.2197447
NLD,1999,28318.74665
NOR,1999,36393.29275
NPL,1999,208.6466679
NRU,1999,2682.694867
NZL,1999,15322.22383
OED,1999,22687.6614
OMN,1999,7915.441694
OSS,1999,4817.465754
PAK,1999,418.2492571
PAN,1999,3950.34145
PER,1999,1916.533974
PHL,1999,1101.43516
PLW,1999,7629.569864
PNG,1999,649.9947197
POL,1999,4415.500675
PRE,1999,447.7288813
PRI,1999,15220.99134
PRK,1999,
PRT,1999,12475.29177
PRY,1999,1766.306573
PSE,1999,1499.492177
PSS,1999,1858.849671
PST,1999,25546.73089
PYF,1999,16532.90223
QAT,1999,20233.68468
ROU,1999,1599.906228
RUS,1999,1330.757202
RWA,1999,264.7436868
SAS,1999,437.9362538
SAU,1999,10452.18994
SDN,1999,324.6596069
SEN,1999,677.5163387
SGP,1999,21796.63739
SLB,1999,1133.622565
SLE,1999,155.0208333
SLV,1999,1908.080455
SMR,1999,41931.79515
SOM,1999,358.6587808
SRB,1999,2768.910413
SSA,1999,661.576808
SSD,1999,
SSF,1999,609.1831521
SST,1999,4723.523137
STP,1999,542.692548
SUR,1999,1898.180182
SVK,1999,5651.623275
SVN,1999,11401.49068
SWE,1999,30969.10335
SWZ,1999,1501.664267
SXM,1999,
SYC,1999,8243.236101
SYR,1999,978.1745317
TCA,1999,
TCD,1999,186.6385311
TEA,1999,892.2534021
TEC,1999,1878.157181
TGO,1999,445.2914841
THA,1999,2033.244905
TJK,1999,175.0237647
TKM,1999,545.5190031
TLA,1999,4029.371705
TLS,1999,269.9873128
TMN,1999,1135.627555
TON,1999,1952.146262
TSA,1999,437.9362538
TSS,1999,609.1831521
TTO,1999,5179.083508
TUN,1999,2376.065668
TUR,1999,3969.473594
TUV,1999,1558.603966
TZA,1999,392.6217651
UGA,1999,257.9219496
UKR,1999,631.9104614
UMC,1999,1705.869005
URY,1999,7370.569955
USA,1999,34515.38131
UZB,1999,697.7635398
VCT,1999,3446.52293
VEN,1999,4070.906192
VGB,1999,
VIR,1999,
VNM,1999,375.9944559
VUT,1999,1472.177517
WLD,1999,5389.133681
WSM,1999,1416.76916
XKX,1999,
YEM,1999,401.4481417
ZAF,1999,3242.368305
ZMB,1999,349.5157231
ZWE,1999,582.0034876
ABW,2000,20681.02303
AFE,2000,707.1203777
AFG,2000,174.9309914
AFW,2000,516.9323163
AGO,2000,563.7337956
ALB,2000,1160.420471
AND,2000,21810.24874
ARB,2000,2664.165796
ARE,2000,29865.50235
ARG,2000,7637.014892
ARM,2000,593.4505817
ASM,2000,
ATG,2000,12027.49498
AUS,2000,21870.41597
AUT,2000,24487.29747
AZE,2000,655.0972496
BDI,2000,134.5378618
BEL,2000,23098.88651
BEN,2000,487.4241414
BFA,2000,248.9085269
BGD,2000,396.6707302
BGR,2000,1621.262107
BHR,2000,14214.48368
BHS,2000,24940.07751
BIH,2000,1338.480596
BLR,2000,1276.280381
BLZ,2000,4729.670804
BMU,2000,56542.95695
BOL,2000,975.7770604
BRA,2000,3766.548115
BRB,2000,11674.67365
BRN,2000,20130.25715
BTN,2000,771.9249114
BWA,2000,3450.811806
CAF,2000,239.1541337
CAN,2000,24271.00206
CEB,2000,3959.624949
CHE,2000,38865.02194
CHI,2000,43479.19408
CHL,2000,5052.992458
CHN,2000,969.1995137
CIV,2000,936.6365413
CMR,2000,708.5657316
COD,2000,377.9254215
COG,2000,1024.301591
COL,2000,2555.00751
COM,2000,655.0077967
CPV,2000,1189.514793
CRI,2000,3812.753883
CSS,2000,6477.457404
CUB,2000,2751.381771
CUW,2000,15841.26124
CYM,2000,
CYP,2000,14388.35254
CZE,2000,6062.921528
DEU,2000,23925.85599
DJI,2000,737.6121836
DMA,2000,4867.398963
DNK,2000,30722.02518
DOM,2000,2831.458836
DZA,2000,1772.928691
EAP,2000,961.3034342
EAR,2000,1346.075446
EAS,2000,4092.579735
ECA,2000,1788.709022
ECS,2000,11645.2689
ECU,2000,1382.234218
EGY,2000,1366.092744
EMU,2000,20039.40027
ERI,2000,314.3573968
ESP,2000,14743.2671
EST,2000,4070.609024
ETH,2000,122.2692026
EUU,2000,16976.04908
FCS,2000,750.920749
FIN,2000,24335.92251
FJI,2000,1995.720712
FRA,2000,22340.59395
FRO,2000,23322.75934
FSM,2000,2081.966013
GAB,2000,3982.906201
GBR,2000,28280.92679
GEO,2000,749.908535
GHA,2000,253.7469362
GIB,2000,
GIN,2000,518.1570669
GMB,2000,538.0540723
GNB,2000,316.945495
GNQ,2000,1487.316551
GRC,2000,11638.20107
GRD,2000,4839.828111
GRL,2000,19009.07744
GTM,2000,1648.96579
GUM,2000,
GUY,2000,931.7966517
HIC,2000,22351.85602
HKG,2000,25756.77287
HND,2000,1092.564007
HPC,2000,376.3214783
HRV,2000,4953.651588
HTI,2000,820.6000468
HUN,2000,4629.917608
IBD,2000,1477.578631
IBT,2000,1251.569502
IDA,2000,457.6181153
IDB,2000,619.9187417
IDN,2000,763.711125
IDX,2000,371.7648285
IMN,2000,21161.39631
IND,2000,442.7502189
INX,2000,
IRL,2000,26334.56721
IRN,2000,1650.013858
IRQ,2000,1980.18916
ISL,2000,32096.37226
ISR,2000,21706.51941
ITA,2000,20190.00356
JAM,2000,3453.092528
JOR,2000,1570.610029
JPN,2000,39169.35957
KAZ,2000,1180.044456
KEN,2000,414.6263651
KGZ,2000,279.6217385
KHM,2000,296.4266875
KIR,2000,845.3672402
KNA,2000,9319.655451
KOR,2000,12257.02066
KWT,2000,19296.34717
LAC,2000,4290.89717
LAO,2000,318.7498522
LBN,2000,3986.835139
LBR,2000,298.4853406
LBY,2000,7214.100404
LCA,2000,5879.561914
LCN,2000,4472.562668
LDC,2000,332.6859201
LIC,2000,360.0843011
LIE,2000,76087.91111
LKA,2000,846.4608133
LMC,2000,558.9730588
LMY,2000,1177.757655
LSO,2000,442.7795458
LTE,2000,1677.02042
LTU,2000,3300.636349
LUX,2000,48659.59888
LVA,2000,3278.178964
MAC,2000,15731.98688
MAF,2000,
MAR,2000,1499.107422
MCO,2000,81789.02065
MDA,2000,440.538684
MDG,2000,280.2829056
MDV,2000,2213.812351
MEA,2000,2220.384393
MEX,2000,7524.027138
MHL,2000,2264.791149
MIC,2000,1236.954522
MKD,2000,1861.898998
MLI,2000,256.199555
MLT,2000,10348.48602
MMR,2000,196.6195806
MNA,2000,1247.472381
MNE,2000,1627.065119
MNG,2000,476.0275508
MNP,2000,
MOZ,2000,327.1262398
MRT,2000,680.9110619
MUS,2000,3981.983432
MWI,2000,224.2241592
MYS,2000,4083.528745
NAC,2000,35151.37419
NAM,2000,2156.675905
NCL,2000,15329.72972
NER,2000,194.7719599
NGA,2000,547.3182989
NIC,2000,1017.312443
NLD,2000,26225.16977
NOR,2000,38178.23688
NPL,2000,223.8302892
NRU,2000,2648.601529
NZL,2000,13641.10272
OED,2000,23025.78752
OMN,2000,9753.847552
OSS,2000,4841.121925
PAK,2000,642.3383465
PAN,2000,3975.093087
PER,2000,1945.413385
PHL,2000,1050.792731
PLW,2000,7797.257274
PNG,2000,635.957919
POL,2000,4520.641004
PRE,2000,502.6648677
PRI,2000,16192.12697
PRK,2000,
PRT,2000,11526.37207
PRY,2000,1736.117292
PSE,2000,1476.17185
PSS,2000,1688.387674
PST,2000,25863.38158
PYF,2000,14978.3241
QAT,2000,27535.18294
ROU,2000,1659.929049
RUS,2000,1771.594116
RWA,2000,251.8692639
SAS,2000,440.2536676
SAU,2000,11714.56237
SDN,2000,362.1168823
SEN,2000,603.2331625
SGP,2000,23852.83895
SLB,2000,953.1719014
SLE,2000,143.7437432
SLV,2000,1982.870935
SMR,2000,37600.70774
SOM,2000,386.1192744
SRB,2000,974.7254693
SSA,2000,683.5155127
SSD,2000,
SSF,2000,628.8402666
SST,2000,4843.337119
STP,2000,529.0893834
SUR,2000,1988.221729
SVK,2000,5421.644844
SVN,2000,10135.72191
SWE,2000,29632.77361
SWZ,2000,1668.974913
SXM,2000,
SYC,2000,8063.655006
SYR,2000,1138.188485
TCA,2000,
TCD,2000,163.1216637
TEA,2000,972.835201
TEC,2000,2043.317439
TGO,2000,409.8898028
THA,2000,2005.976945
TJK,2000,136.9257164
TKM,2000,633.8354876
TLA,2000,4388.927707
TLS,2000,492.4576694
TMN,2000,1246.019751
TON,2000,1995.076675
TSA,2000,440.2536676
TSS,2000,628.8402666
TTO,2000,6178.589756
TUN,2000,2199.044659
TUR,2000,4192.443167
TUV,2000,1579.419063
TZA,2000,401.6981506
UGA,2000,258.0503387
UKR,2000,653.2943115
UMC,2000,1846.561596
URY,2000,6987.700988
USA,2000,36329.97026
UZB,2000,555.1492311
VCT,2000,3768.955366
VEN,2000,4776.281676
VGB,2000,
VIR,2000,
VNM,2000,404.0297841
VUT,2000,1460.238177
WLD,2000,5496.486023
WSM,2000,1424.7524
XKX,2000,
YEM,2000,493.2351826
ZAF,2000,3217.846934
ZMB,2000,359.429501
ZWE,2000,562.5569457
ABW,2001,20740.13258
