Country Code,variable,value
BRA,1973,814.7317806
BRB,1973,1041.729563
BRN,1973,2938.850957
BTN,1973,230.90177
BWA,1973,374.1894091
CAF,1973,121.8248461
CAN,1973,5858.334073
CEB,1973,
CHE,1973,7855.91887
CHI,1973,
CHL,1973,1666.995428
CHN,1973,157.3398881
CIV,1973,405.5689795
CMR,1973,271.7572901
COD,1973,360.5625916
COG,1973,353.3809938
COL,1973,462.0643757
COM,1973,
CPV,1973,
CRI,1973,768.9447174
CSS,1973,987.0499043
CUB,1973,1079.130815
CUW,1973,
CYM,1973,
CYP,1973,
CZE,1973,
DEU,1973,5065.245233
DJI,1973,
DMA,1973,
DNK,1973,6116.891992
DOM,1973,490.3154953
DZA,1973,589.5181269
EAP,1973,162.6457251
EAR,1973,336.72657
EAS,1973,542.9124078
ECA,1973,
ECS,1973,2322.452306
ECU,1973,578.9549308
EGY,1973,272.1827101
EMU,1973,3857.615662
ERI,1973,
ESP,1973,2245.947991
EST,1973,
ETH,1973,134.935511
EUU,1973,3266.498198
FCS,1973,313.2149577
FIN,1973,4173.544852
FJI,1973,761.6840674
FRA,1973,4913.527078
FRO,1973,4067.929807
FSM,1973,544.2044666
GAB,1973,1140.041643
GBR,1973,3426.276221
GEO,1973,
GHA,1973,309.5095523
GIB,1973,
GIN,1973,1143.300035
GMB,1973,131.4491821
GNB,1973,391.9165756
GNQ,1973,268.6349023
GRC,1973,2468.003955
GRD,1973,
GRL,1973,2860.280576
GTM,1973,440.5628717
GUM,1973,
GUY,1973,420.5336786
HIC,1973,3713.999956
HKG,1973,1893.181242
HND,1973,303.0091041
HPC,1973,236.8312344
HRV,1973,
HTI,1973,95.13418026
HUN,1973,875.9819999
IBD,1973,374.1538136
IBT,1973,342.7343359
IDA,1973,198.0443877
IDB,1973,209.6931794
IDN,1973,129.8862311
IDX,1973,196.1180369
IMN,1973,
IND,1973,146.5684926
INX,1973,
IRL,1973,2424.269047
IRN,1973,850.5601771
IRQ,1973,475.5863357
ISL,1973,5437.342525
ISR,1973,3631.047669
ITA,1973,3212.639496
JAM,1973,971.8025132
JOR,1973,530.7839966
JPN,1973,4061.01339
KAZ,1973,
KEN,1973,198.5780839
KGZ,1973,
KHM,1973,
KIR,1973,421.6269971
KNA,1973,551.4133632
KOR,1973,406.8970935
KWT,1973,5532.43234
LAC,1973,884.1562249
LAO,1973,
LBN,1973,
LBR,1973,244.3617279
LBY,1973,3727.385499
LCA,1973,
LCN,1973,955.884995
LDC,1973,184.4003048
LIC,1973,207.7380776
LIE,1973,7282.37356
LKA,1973,220.1702392
LMC,1973,178.5347566
LMY,1973,282.1016801
LSO,1973,106.9912923
LTE,1973,393.184547
LTU,1973,
LUX,1973,7447.213018
LVA,1973,
MAC,1973,
MAF,1973,
MAR,1973,380.5278015
MCO,1973,20882.02135
MDA,1973,
MDG,1973,226.8182557
MDV,1973,228.6890272
MEA,1973,538.0086965
MEX,1973,993.0428795
MHL,1973,472.2088605
MIC,1973,287.4754495
MKD,1973,
MLI,1973,85.44408765
MLT,1973,1143.666796
MMR,1973,24.79656288
MNA,1973,384.7875111
MNE,1973,
MNG,1973,
MNP,1973,
MOZ,1973,
MRT,1973,409.7211388
MUS,1973,467.4802185
MWI,1973,
MYS,1973,700.728626
NAC,1973,6642.717478
NAM,1973,
NCL,1973,4318.138312
NER,1973,187.8543997
NGA,1973,252.3690325
NIC,1973,412.5274942
NLD,1973,5353.442652
NOR,1973,5689.588807
NPL,1973,73.22668353
NRU,1973,3863.940691
NZL,1973,4323.196535
OED,1973,3927.68303
OMN,1973,669.82953
OSS,1973,
PAK,1973,97.51364259
PAN,1973,1164.327458
PER,1973,753.9245812
PHL,1973,283.2285927
PLW,1973,1221.469806
PNG,1973,482.8162524
POL,1973,
PRE,1973,258.0305853
PRI,1973,2432.414219
PRK,1973,
PRT,1973,1747.989041
PRY,1973,388.7122598
PSE,1973,
PSS,1973,604.3209102
PST,1973,4218.587503
PYF,1973,3425.442529
QAT,1973,4905.342651
ROU,1973,
RUS,1973,
RWA,1973,66.91438715
SAS,1973,142.6341923
SAU,1973,3640.083612
SDN,1973,184.5242004
SEN,1973,381.4390072
SGP,1973,1685.459796
SLB,1973,291.2522729
SLE,1973,200.7257923
SLV,1973,366.250659
SMR,1973,
SOM,1973,119.5621335
SRB,1973,
SSA,1973,363.9982916
SSD,1973,
SSF,1973,342.6434064
SST,1973,717.7548359
STP,1973,676.4806486
SUR,1973,857.6907917
SVK,1973,
SVN,1973,
SWE,1973,7290.714019
SWZ,1973,463.2516158
SXM,1973,
SYC,1973,648.5319637
SYR,1973,458.8300612
TCA,1973,
TCD,1973,162.3718662
TEA,1973,164.7131329
TEC,1973,
TGO,1973,234.4180575
THA,1973,278.285063
TJK,1973,
TKM,1973,
TLA,1973,932.0493898
TLS,1973,
TMN,1973,381.7637563
TON,1973,
TSA,1973,142.6341923
TSS,1973,342.6434064
TTO,1973,1273.322136
TUN,1973,493.1721217
TUR,1973,661.0808219
TUV,1973,600.5836013
TZA,1973,283.8018494
UGA,1973,152.7094176
UKR,1973,
UMC,1973,366.2527393
URY,1973,1397.289603
USA,1973,6726.358956
UZB,1973,
VCT,1973,305.6517928
VEN,1973,1366.83362
VGB,1973,
VIR,1973,
VNM,1973,
VUT,1973,
WLD,1973,1198.771948
WSM,1973,562.7575512
XKX,1973,
YEM,1973,
ZAF,1973,1369.1616
ZMB,1973,517.6300552
ZWE,1973,578.5175079
ABW,1974,
AFE,1974,463.5497901
AFG,1974,
AFW,1974,368.301914
AGO,1974,
ALB,1974,
AND,1974,7139.574512
ARB,1974,1124.966817
ARE,1974,23822.97156
ARG,1974,2844.969905
ARM,1974,
ASM,1974,
ATG,1974,
AUS,1974,6482.938481
AUT,1974,4612.619208
AZE,1974,
BDI,1974,93.22400483
BEL,1974,5733.798139
BEN,1974,164.9465941
BFA,1974,124.6714355
BGD,1974,164.9863936
BGR,1974,
BHR,1974,3873.716291
BHS,1974,3079.740141
BIH,1974,
BLR,1974,
BLZ,1974,804.7778636
BMU,1974,5891.887817
BOL,1974,418.3793847
BRA,1974,1044.769809
BRB,1974,1243.354175
BRN,1974,15194.79231
BTN,1974,262.7773662
BWA,1974,446.4878554
CAF,1974,124.0003497
CAN,1974,7056.708475
CEB,1974,
CHE,1974,9004.788599
CHI,1974,
CHL,1974,1578.583676
CHN,1974,160.4025469
CIV,1974,474.2238614
CMR,1974,299.9083395
COD,1974,428.0749545
COG,1974,369.9451839
COL,1974,541.7499016
COM,1974,
CPV,1974,
CRI,1974,817.0766914
CSS,1974,1295.57997
CUB,1974,1216.741482
CUW,1974,
CYM,1974,
CYP,1974,
CZE,1974,
DEU,1974,5659.737878
DJI,1974,
DMA,1974,
DNK,1974,6763.865929
DOM,1974,595.3566778
DZA,1974,872.8892774
EAP,1974,180.408281
EAR,1974,460.5644152
EAS,1974,613.5595765
ECA,1974,
ECS,1974,2604.693943
ECU,1974,953.8465583
EGY,1974,243.0614739
EMU,1974,4350.250302
ERI,1974,
ESP,1974,2747.960367
EST,1974,
ETH,1974,147.8557225
EUU,1974,3675.470739
FCS,1974,460.4368403
FIN,1974,5298.080088
FJI,1974,984.3135239
FRA,1974,5267.3533
FRO,1974,4906.275143
FSM,1974,701.0779632
GAB,1974,2384.186289
GBR,1974,3665.862798
GEO,1974,
GHA,1974,289.4258568
GIB,1974,
GIN,1974,1242.529225
GMB,1974,162.6183347
GNB,1974,418.643114
GNQ,1974,319.2368367
GRC,1974,2789.405774
GRD,1974,
GRL,1974,3432.706033
GTM,1974,528.57311
GUM,1974,
GUY,1974,587.968877
HIC,1974,4163.279388
HKG,1974,2144.614959
HND,1974,333.7273327
HPC,1974,271.5343391
HRV,1974,
HTI,1974,113.0392606
HUN,1974,955.8742078
IBD,1974,463.6694177
IBT,1974,426.2546428
IDA,1974,253.0974168
IDB,1974,289.6257575
IDN,1974,200.7109845
IDX,1974,239.0738129
IMN,1974,
IND,1974,166.6996618
INX,1974,
IRL,1974,2516.927686
IRN,1974,1408.965719
IRQ,1974,1031.250813
ISL,1974,7040.554044
ISR,1974,5085.166461
ITA,1974,3629.491823
JAM,1974,1192.985694
JOR,1974,651.0959485
JPN,1974,4448.319656
KAZ,1974,
KEN,1974,227.2334421
KGZ,1974,
KHM,1974,
KIR,1974,1131.290751
KNA,1974,720.5372058
KOR,1974,563.3524758
KWT,1974,12526.60317
LAC,1974,1135.196686
LAO,1974,
LBN,1974,
LBR,1974,299.4136607
LBY,1974,6213.500275
LCA,1974,
LCN,1974,1209.615699
LDC,1974,223.7149898
LIC,1974,253.0878685
LIE,1974,8271.735315
LKA,1974,268.650905
LMC,1974,215.5142118
LMY,1974,350.9769129
LSO,1974,128.6666182
LTE,1974,463.4311892
LTU,1974,
LUX,1974,8966.728959
LVA,1974,
MAC,1974,
MAF,1974,
MAR,1974,456.5925293
MCO,1974,22347.89991
MDA,1974,
MDG,1974,255.3366381
MDV,1974,281.4846324
MEA,1974,949.6274491
MEX,1974,1256.102806
MHL,1974,601.5785895
MIC,1974,357.9460692
MKD,1974,
MLI,1974,80.22522141
MLT,1974,1245.31823
MMR,1974,41.40762764
MNA,1974,575.3470259
MNE,1974,
MNG,1974,
MNP,1974,
MOZ,1974,
MRT,1974,494.2884083
MUS,1974,762.9407587
MWI,1974,
MYS,1974,847.8068026
NAC,1974,7209.110567
NAM,1974,
NCL,1974,4848.944698
NER,1974,198.2891653
NGA,1974,402.8369998
NIC,1974,556.8661225
NLD,1974,6450.457702
NOR,1974,6811.527337
NPL,1974,89.76374556
NRU,1974,5199.264975
NZL,1974,4610.570426
OED,1974,4358.48629
OMN,1974,2203.405913
OSS,1974,
PAK,1974,132.0051566
PAN,1974,1296.447593
PER,1974,926.5799505
PHL,1974,379.0681812
PLW,1974,1328.033341
PNG,1974,533.0886518
POL,1974,
PRE,1974,345.7149595
PRI,1974,2614.500941
PRK,1974,
PRT,1974,2000.418246
PRY,1974,507.8704797
PSE,1974,
PSS,1974,804.436169
PST,1974,4673.880024
PYF,1974,4273.167458
QAT,1974,13539.5588
ROU,1974,
RUS,1974,
RWA,1974,68.94114989
SAS,1974,167.0318565
SAU,1974,10503.42808
SDN,1974,228.787323
SEN,1974,417.4076003
SGP,1974,2341.705514
SLB,1974,433.443903
SLE,1974,222.2049174
SLV,1974,413.4034764
SMR,1974,
SOM,1974,137.8915758
SRB,1974,
SSA,1974,450.9593301
SSD,1974,
SSF,1974,422.6187217
SST,1974,1127.750464
STP,1974,682.8419248
SUR,1974,1041.084547
SVK,1974,
SVN,1974,
SWE,1974,8078.278768
SWZ,1974,536.1610038
SXM,1974,
SYC,1974,744.5068983
SYR,1974,706.5795802
TCA,1974,
TCD,1974,159.9989788
TEA,1974,182.7015779
TEC,1974,
TGO,1974,315.0979028
THA,1974,342.9788976
TJK,1974,
TKM,1974,
TLA,1974,1189.532049
TLS,1974,
TMN,1974,570.8258076
TON,1974,
TSA,1974,167.0318565
TSS,1974,422.6187217
TTO,1974,1962.026892
TUN,1974,623.7593528
TUR,1974,880.7281677
TUV,1974,708.0605747
TZA,1974,328.7835999
UGA,1974,183.717572
UKR,1974,
UMC,1974,461.2770114
URY,1974,1433.177975
USA,1974,7225.69136
UZB,1974,
VCT,1974,330.7053591
VEN,1974,2033.519008
VGB,1974,
VIR,1974,
VNM,1974,
VUT,1974,
WLD,1974,1359.134233
WSM,1974,626.0388469
XKX,1974,
YEM,1974,
ZAF,1974,1656.289056
ZMB,1974,601.1013714
ZWE,1974,673.9913086
ABW,1975,
AFE,1975,479.1621647
AFG,1975,
AFW,1975,413.3714482
AGO,1975,
ALB,1975,
AND,1975,7925.415771
ARB,1975,1205.473817
ARE,1975,27117.18807
ARG,1975,2026.684358
ARM,1975,
ASM,1975,
ATG,1975,
AUS,1975,7003.842471
AUT,1975,5264.91772
AZE,1975,
BDI,1975,110.8848275
BEL,1975,6701.377361
BEN,1975,196.455786
BFA,1975,152.9015296
BGD,1975,249.804254
BGR,1975,
BHR,1975,3880.440472
BHS,1975,2840.589653
BIH,1975,
BLR,1975,
BLZ,1975,906.4862774
BMU,1975,6493.628715
BOL,1975,468.2981482
BRA,1975,1200.558237
BRB,1975,1601.188833
BRN,1975,15793.13126
BTN,1975,237.3507344
BWA,1975,493.0294727
CAF,1975,163.6446683
CAN,1975,7536.520098
CEB,1975,
CHE,1975,10328.10894
CHI,1975,
CHL,1975,732.0544068
CHN,1975,178.6212493
CIV,1975,574.6264059
CMR,1975,386.2364503
COD,1975,444.6938995
COG,1975,471.4736282
COL,1975,561.0980361
COM,1975,
CPV,1975,
CRI,1975,936.9931967
CSS,1975,1474.073137
CUB,1975,1374.23964
CUW,1975,
CYM,1975,
CYP,1975,976.329895
CZE,1975,
DEU,1975,6259.207445
DJI,1975,
DMA,1975,
DNK,1975,7988.156133
DOM,1975,713.1681691
DZA,1975,992.3020374
EAP,1975,198.6725103
EAR,1975,481.0234681
EAS,1975,659.284494
ECA,1975,
ECS,1975,3019.095084
ECU,1975,1086.176151
EGY,1975,299.2175183
EMU,1975,5015.424343
ERI,1975,
ESP,1975,3207.544651
EST,1975,
ETH,1975,144.2805376
EUU,1975,4252.347655
FCS,1975,493.1915621
FIN,1975,6256.102451
FJI,1975,1188.184242
FRA,1975,6606.701467
FRO,1975,5605.512621
FSM,1975,683.9767456
GAB,1975,3258.234242
GBR,1975,4299.745618
GEO,1975,
GHA,1975,272.9767152
GIB,1975,
GIN,1975,1311.330514
GMB,1975,189.8083934
GNB,1975,435.2178099
GNQ,1975,362.2621783
GRC,1975,3109.37944
GRD,1975,
GRL,1975,4257.875611
GTM,1975,594.8866087
GUM,1975,
GUY,1975,663.7997227
HIC,1975,4604.711813
HKG,1975,2252.126941
HND,1975,351.9942478
HPC,1975,297.593713
HRV,1975,
HTI,1975,133.6317921
HUN,1975,1083.474733
IBD,1975,490.766709
IBT,1975,455.8876924
IDA,1975,290.1921226
IDB,1975,325.4207727
IDN,1975,231.0601206
IDX,1975,277.5231678
IMN,1975,
IND,1975,161.086694
INX,1975,
IRL,1975,2973.400123
IRN,1975,1531.706171
IRQ,1975,1165.881639
ISL,1975,6454.177152
ISR,1975,4672.002134
ITA,1975,4116.459649
JAM,1975,1416.775468
JOR,1975,717.7640973
JPN,1975,4775.899536
KAZ,1975,
KEN,1975,241.2244261
KGZ,1975,
KHM,1975,113.8257892
KIR,1975,730.4417926
KNA,1975,765.1253337
KOR,1975,617.4560619
KWT,1975,10881.72164
LAC,1975,1195.229809
LAO,1975,
LBN,1975,
LBR,1975,345.6489356
LBY,1975,5720.626911
LCA,1975,
LCN,1975,1238.891691
LDC,1975,262.7088692
LIC,1975,291.5112119
LIE,1975,10332.51287
LKA,1975,279.8215826
LMC,1975,230.3566369
LMY,1975,379.7733024
LSO,1975,123.2313752
LTE,1975,502.866985
LTU,1975,
LUX,1975,8701.304731
LVA,1975,
MAC,1975,
MAF,1975,
MAR,1975,521.8389282
MCO,1975,27920.7436
MDA,1975,
MDG,1975,294.9929058
MDV,1975,171.4251219
MEA,1975,1013.13262
MEX,1975,1491.970486
MHL,1975,638.1930489
MIC,1975,386.5358156
MKD,1975,
MLI,1975,121.4975727
MLT,1975,1560.105191
MMR,1975,35.16329157
MNA,1975,642.0689514
MNE,1975,
MNG,1975,
MNP,1975,
MOZ,1975,
MRT,1975,550.6625832
MUS,1975,754.8332815
MWI,1975,
MYS,1975,810.5709997
NAC,1975,7775.529504
NAM,1975,
NCL,1975,5940.930325
NER,1975,197.232873
NGA,1975,438.0788139
NIC,1975,561.4596954
NLD,1975,7346.304748
NOR,1975,8204.451512
NPL,1975,113.6056452
NRU,1975,5740.199787
NZL,1975,4171.76974
OED,1975,4833.320204
OMN,1975,2691.996535
OSS,1975,1100.535644
PAK,1975,161.6817749
PAN,1975,1405.748997
PER,1975,1104.16133
PHL,1975,400.6388831
PLW,1975,1463.541051
PNG,1975,481.950394
POL,1975,
PRE,1975,382.6955116
PRI,1975,2738.243153
PRK,1975,
PRT,1975,2127.637507
PRY,1975,561.5223963
PSE,1975,
PSS,1975,872.1398319
PST,1975,5196.168196
PYF,1975,5149.937622
QAT,1975,13013.68381
ROU,1975,
RUS,1975,
RWA,1975,124.109648
SAS,1975,172.0846707
SAU,1975,10265.64144
SDN,1975,269.6528931
SEN,1975,547.3781487
SGP,1975,2489.911575
SLB,1975,371.7188062
SLE,1975,228.3802388
SLV,1975,457.2608713
SMR,1975,
SOM,1975,177.8061434
SRB,1975,
SSA,1975,482.7228885
SSD,1975,
SSF,1975,451.1046195
SST,1975,1205.055779
STP,1975,693.1506879
SUR,1975,1190.019685
SVK,1975,
SVN,1975,
SWE,1975,10102.75486
SWZ,1975,567.8848166
SXM,1975,
SYC,1975,806.2326443
SYR,1975,903.7134621
TCA,1975,
TCD,1975,207.4762552
TEA,1975,201.1940794
TEC,1975,
TGO,1975,338.6057009
THA,1975,363.5263502
TJK,1975,
TKM,1975,
TLA,1975,1214.084657
TLS,1975,
TMN,1975,637.0234159
TON,1975,349.4709754
TSA,1975,172.0846707
TSS,1975,451.1046195
TTO,1975,2318.691698
TUN,1975,741.3549157
TUR,1975,1121.543269
TUV,1975,656.3263126
TZA,1975,364.9699402
UGA,1975,201.2372928
UKR,1975,
UMC,1975,500.3925123
URY,1975,1231.85371
USA,1975,7801.456664
UZB,1975,
VCT,1975,331.090938
VEN,1975,2078.15342
VGB,1975,
VIR,1975,
VNM,1975,
VUT,1975,
WLD,1975,1485.428049
WSM,1975,609.6703005
XKX,1975,
YEM,1975,
ZAF,1975,1670.118169
ZMB,1975,489.5050187
ZWE,1975,716.764418
ABW,1976,
AFE,1976,468.8563309
AFG,1976,
AFW,1976,480.4526553
AGO,1976,
ALB,1976,
AND,1976,7721.288586
ARB,1976,1458.144006
ARE,1976,31196.97918
ARG,1976,1946.919904
ARM,1976,
ASM,1976,
ATG,1976,
AUS,1976,7486.682604
AUT,1976,5656.145138
AZE,1976,
BDI,1976,115.4921318
BEL,1976,7243.047341
BEN,1976,197.7263611
BFA,1976,155.4854227
BGD,1976,126.6930442
BGR,1976,
BHR,1976,5310.191326
BHS,1976,2993.459238
BIH,1976,
BLR,1976,
BLZ,1976,729.4887808
BMU,1976,7259.91355
BOL,1976,519.9946885
BRA,1976,1389.749523
BRB,1976,1733.645408
BRN,1976,18671.36241
BTN,1976,233.7215323
BWA,1976,490.4695705
CAF,1976,192.0969908
CAN,1976,8838.947107
CEB,1976,
CHE,1976,10864.97123
CHI,1976,
CHL,1976,970.9573149
CHN,1976,165.6809877
CIV,1976,660.5386182
CMR,1976,381.4299153
COD,1976,408.422391
COG,1976,452.5781472
COL,1976,643.0079145
COM,1976,
CPV,1976,
CRI,1976,1123.281791
CSS,1976,1497.922744
CUB,1976,1440.730461
CUW,1976,
CYM,1976,
CYP,1976,1157.411621
CZE,1976,
DEU,1976,6659.165466
DJI,1976,
DMA,1976,
DNK,1976,8773.339616
DOM,1976,762.778347
DZA,1976,1080.386207
EAP,1976,198.554468
EAR,1976,512.7300227
EAS,1976,713.2198506
ECA,1976,
ECS,1976,3117.173188
ECU,1976,1241.910985
EGY,1976,334.6099185
EMU,1976,5213.073946
ERI,1976,
ESP,1976,3276.970233
EST,1976,
ETH,1976,151.9561866
EUU,1976,4432.5121
FCS,1976,572.0568129
FIN,1976,6740.291453
FJI,1976,1186.166485
FRA,1976,6794.617393
FRO,1976,6593.621293
FSM,1976,677.9706151
GAB,1976,4441.094486
GBR,1976,4138.167788
GEO,1976,
GHA,1976,260.9982958
GIB,1976,
GIN,1976,1430.664353
GMB,1976,179.3139633
GNB,1976,420.8529374
GNQ,1976,368.8313743
GRC,1976,3343.388194
GRD,1976,
GRL,1976,4844.656293
GTM,1976,697.0646097
GUM,1976,
GUY,1976,604.1052678
HIC,1976,4975.041405
HKG,1976,2850.01461
HND,1976,409.1721185
HPC,1976,310.4650706
HRV,1976,
HTI,1976,169.0918881
HUN,1976,1248.798513
IBD,1976,522.4889133
IBT,1976,482.2308418
IDA,1976,295.4174141
IDB,1976,380.0155421
IDN,1976,275.7131678
IDX,1976,256.3876421
IMN,1976,
IND,1976,164.1199996
INX,1976,
IRL,1976,2919.583087
IRN,1976,1953.519697
IRQ,1976,1488.543352
ISL,1976,7583.275298
ISR,1976,4516.374059
ITA,1976,4042.394825
JAM,1976,1449.977882
JOR,1976,872.5060194
JPN,1976,5310.431409
KAZ,1976,
KEN,1976,248.9351082
KGZ,1976,
KHM,1976,128.8277773
KIR,1976,548.0756417
KNA,1976,692.1393288
KOR,1976,834.134208
KWT,1976,11141.19814
LAC,1976,1270.530786
LAO,1976,
LBN,1976,
LBR,1976,347.4984567
LBY,1976,7017.743407
LCA,1976,
LCN,1976,1327.71385
LDC,1976,236.242725
LIC,1976,298.5225771
LIE,1976,11326.34884
LKA,1976,260.301495
LMC,1976,237.6829025
LMY,1976,399.9694638
LSO,1976,117.8250777
LTE,1976,533.6024802
LTU,1976,
LUX,1976,9490.690312
LVA,1976,
MAC,1976,
MAF,1976,
MAR,1976,543.3684692
MCO,1976,28396.3794
MDA,1976,
MDG,1976,273.5226782
MDV,1976,151.8350592
MEA,1976,1220.7586
MEX,1976,1465.498779
MHL,1976,671.8347582
MIC,1976,407.5367498
MKD,1976,
MLI,1976,134.9275752
MLT,1976,1726.559448
MMR,1976,39.16600837
MNA,1976,768.9463243
MNE,1976,
MNG,1976,
MNP,1976,
MOZ,1976,
MRT,1976,589.2376677
MUS,1976,787.098226
MWI,1976,
MYS,1976,940.4377341
NAC,1976,8615.910364
NAM,1976,
NCL,1976,5618.325733
NER,1976,194.7895706
NGA,1976,556.3896877
NIC,1976,632.5737784
NLD,1976,7937.352467
NOR,1976,8927.201627
NPL,1976,102.4703733
NRU,1976,5703.203171
NZL,1976,4373.840998
OED,1976,5187.973679
OMN,1976,3142.527178
OSS,1976,1255.763587
PAK,1976,183.8597334
PAN,1976,1456.500097
PER,1976,1026.414385
PHL,1976,448.6200845
PLW,1976,1616.480394
PNG,1976,525.4332356
POL,1976,
PRE,1976,434.853243
PRI,1976,2946.461953
PRK,1976,
PRT,1976,2173.283934
PRY,1976,615.8250499
PSE,1976,
PSS,1976,854.4244606
PST,1976,5598.399237
PYF,1976,5302.061386
QAT,1976,15710.32081
ROU,1976,
RUS,1976,
RWA,1976,134.3784312
SAS,1976,160.6996744
SAU,1976,13312.51199
SDN,1976,325.1856079
SEN,1976,540.5940071
SGP,1976,2758.94038
SLB,1976,401.0774169
SLE,1976,196.3835495
SLV,1976,552.9949339
SMR,1976,
SOM,1976,199.5835471
SRB,1976,
SSA,1976,507.5690432
SSD,1976,
SSF,1976,474.4375741
SST,1976,1297.268769
STP,1976,585.225492
SUR,1976,1301.865363
SVK,1976,
SVN,1976,
SWE,1976,10852.64383
SWZ,1976,520.7996257
SXM,1976,
SYC,1976,814.4747745
SYR,1976,976.4892402
TCA,1976,
TCD,1976,203.7131167
TEA,1976,201.0718719
TEC,1976,
TGO,1976,331.5956245
THA,1976,405.4087341
TJK,1976,
TKM,1976,
TLA,1976,1302.177487
TLS,1976,
TMN,1976,762.9037551
TON,1976,315.094854
TSA,1976,160.6996744
TSS,1976,474.4375741
TTO,1976,2344.930283
TUN,1976,751.7419464
TUR,1976,1227.924097
TUV,1976,611.9725531
TZA,1976,397.5427551
UGA,1976,203.3098137
UKR,1976,
UMC,1976,532.1311804
URY,1976,1268.303032
USA,1976,8592.253537
UZB,1976,
VCT,1976,324.0495734
VEN,1976,2309.192935
VGB,1976,
VIR,1976,
VNM,1976,
VUT,1976,
WLD,1976,1586.037683
WSM,1976,541.0314722
XKX,1976,
YEM,1976,
ZAF,1976,1558.998247
ZMB,1976,533.2316317
ZWE,1976,686.8618144
ABW,1977,
AFE,1977,518.4506129
AFG,1977,
AFW,1977,490.8477665
AGO,1977,
ALB,1977,
AND,1977,8167.922862
ARB,1977,1630.359824
ARE,1977,35020.36044
ARG,1977,2126.48546
ARM,1977,
ASM,1977,
ATG,1977,1213.670217
AUS,1977,7775.658469
AUT,1977,6783.951422
AZE,1977,
BDI,1977,137.4480444
BEL,1977,8426.946959
BEN,1977,207.0129622
BFA,1977,175.9638645
BGD,1977,117.8877714
BGR,1977,
BHR,1977,6358.420842
BHS,1977,3253.375434
BIH,1977,
BLR,1977,
BLZ,1977,865.7929015
BMU,1977,8383.031394
BOL,1977,600.2882231
BRA,1977,1562.29143
BRB,1977,1967.593444
BRN,1977,21746.85591
BTN,1977,249.9353583
BWA,1977,564.8317482
CAF,1977,213.785551
CAN,1977,8949.109893
CEB,1977,
CHE,1977,11643.64674
CHI,1977,
CHL,1977,1296.868547
CHN,1977,185.7286207
CIV,1977,855.6556914
CMR,1977,435.4086563
COD,1977,509.4883687
COG,1977,448.1367824
COL,1977,798.2030216
COM,1977,
CPV,1977,
CRI,1977,1393.375138
CSS,1977,1786.946331
CUB,1977,1472.378817
CUW,1977,
CYM,1977,
CYP,1977,1476.247559
CZE,1977,
DEU,1977,7711.10232
DJI,1977,
DMA,1977,633.5517417
DNK,1977,9769.578643
DOM,1977,862.9760492
DZA,1977,1232.494187
EAP,1977,225.2430138
EAR,1977,559.4832897
EAS,1977,836.9705234
ECA,1977,
ECS,1977,3501.867342
ECU,1977,1464.940584
EGY,1977,353.4038337
EMU,1977,5908.687186
ERI,1977,
ESP,1977,3624.999403
EST,1977,
ETH,1977,170.4041437
EUU,1977,4997.869692
FCS,1977,617.0315158
FIN,1977,7069.735651
FJI,1977,1203.57268
FRA,1977,7464.907845
FRO,1977,8387.149239
FSM,1977,668.6014727
GAB,1977,4048.146743
GBR,1977,4681.439932
GEO,1977,
GHA,1977,292.2897981
GIB,1977,
GIN,1977,1440.157665
GMB,1977,213.8425432
GNB,1977,402.9065878
GNQ,1977,375.7059606
GRC,1977,3832.3211
GRD,1977,736.9274992
GRL,1977,5713.962534
GTM,1977,856.1254953
GUM,1977,
GUY,1977,592.9975984
HIC,1977,5587.366719
HKG,1977,3429.420276
HND,1977,491.2237194
HPC,1977,350.5004315
HRV,1977,
HTI,1977,178.6969127
HUN,1977,1388.395099
IBD,1977,581.0912338
IBT,1977,532.8126389
IDA,1977,313.5898204
IDB,1977,396.7461556
IDN,1977,330.6702141
IDX,1977,275.3523885
IMN,1977,
IND,1977,189.5855686
INX,1977,
IRL,1977,3427.073436
IRN,1977,2243.055595
IRQ,1977,1608.795451
ISL,1977,9957.254434
ISR,1977,5053.17296
ITA,1977,4614.210049
JAM,1977,1569.421271
JOR,1977,1038.522301
JPN,1977,6472.787787
KAZ,1977,
KEN,1977,311.4862529
KGZ,1977,
KHM,1977,126.3571175
KIR,1977,519.9438947
KNA,1977,1026.253432
KOR,1977,1055.880041
KWT,1977,11237.79672
LAC,1977,1346.05772
LAO,1977,
LBN,1977,
LBR,1977,381.0891049
LBY,1977,7783.460091
LCA,1977,
LCN,1977,1425.515761
LDC,1977,253.9592555
LIC,1977,336.7896881
LIE,1977,12416.8693
LKA,1977,292.1489925
LMC,1977,260.5651361
LMY,1977,439.7962672
LSO,1977,149.8604603
LTE,1977,609.9071012
LTU,1977,
LUX,1977,10486.33579
LVA,1977,
MAC,1977,
MAF,1977,
MAR,1977,610.7503662
MCO,1977,30875.47643
MDA,1977,
MDG,1977,286.896321
MDV,1977,137.2591898
MEA,1977,1373.881005
MEX,1977,1314.620445
MHL,1977,724.2194868
MIC,1977,447.7777258
MKD,1977,
MLI,1977,148.0526946
MLT,1977,2037.864191
MMR,1977,27.86008672
MNA,1977,862.3855047
MNE,1977,
MNG,1977,
MNP,1977,
MOZ,1977,
MRT,1977,590.2266984
MUS,1977,905.9496387
MWI,1977,
MYS,1977,1091.708371
NAC,1977,9403.390835
NAM,1977,
